,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
966,TRBUSDT,DARUSDT,0.0,-6.22,-3.37,99.97,54
530,REQUSDT,AKROUSDT,0.0,-4.42,-3.37,29.29,52
1183,XMRUSDT,SWEATUSDT,0.0,-4.78,-3.37,14196.61,48
71,1000XECUSDT,CELUSDT,0.0,-4.35,-3.37,0.05,46
222,API3USDT,ACHUSDT,0.01,-3.89,-3.37,150.96,46
546,REQUSDT,SUNUSDT,0.0,-4.97,-3.37,17.51,46
1014,TRXUSDT,AGLDUSDT,0.0,-4.94,-3.37,0.2,46
445,IOTAUSDT,1000BTTUSDT,0.0,-4.74,-3.37,288.94,45
643,SCUSDT,CEEKUSDT,0.02,-3.74,-3.37,0.03,45
644,SCUSDT,CELUSDT,0.0,-4.86,-3.37,0.0,44
852,SUNUSDT,AKROUSDT,0.0,-5.37,-3.37,1.67,44
1005,TRBUSDT,REEFUSDT,0.01,-3.87,-3.37,5155.76,43
1079,UNIUSDT,FLMUSDT,0.0,-4.19,-3.37,70.46,43
54,10000NFTUSDT,XLMUSDT,0.0,-4.44,-3.37,0.05,43
677,SCUSDT,REEFUSDT,0.0,-6.27,-3.37,0.96,43
699,SFPUSDT,ETHWUSDT,0.0,-5.44,-3.37,0.12,42
682,SCUSDT,STXUSDT,0.0,-4.18,-3.37,0.01,42
470,LINAUSDT,CELUSDT,0.02,-3.74,-3.37,0.01,41
1075,UNIUSDT,DOGEUSDT,0.0,-4.71,-3.37,76.03,41
951,TRBUSDT,ARPAUSDT,0.0,-5.21,-3.37,463.32,41
973,TRBUSDT,ENSUSDT,0.0,-4.23,-3.37,1.09,41
737,SHIB1000USDT,CEEKUSDT,0.01,-3.84,-3.37,0.1,41
918,SXPUSDT,CEEKUSDT,0.02,-3.75,-3.37,2.66,41
471,LINKUSDT,1000BTTUSDT,0.0,-4.2,-3.37,9357.73,40
1008,TRBUSDT,RSS3USDT,0.01,-4.06,-3.37,121.28,40
193,ADAUSDT,MKRUSDT,0.0,-5.74,-3.37,0.0,40
1090,UNIUSDT,SKLUSDT,0.0,-4.33,-3.37,231.63,39
1071,UNIUSDT,CEEKUSDT,0.01,-3.79,-3.37,66.99,39
1221,ZILUSDT,RSS3USDT,0.01,-3.96,-3.37,0.21,39
114,ADAUSDT,API3USDT,0.0,-4.14,-3.37,0.25,38
949,TRBUSDT,API3USDT,0.0,-4.26,-3.37,10.82,38
106,ADAUSDT,ACHUSDT,0.0,-4.94,-3.37,38.24,38
1046,TWTUSDT,10000NFTUSDT,0.02,-3.72,-3.37,344.11,38
3,10000NFTUSDT,AKROUSDT,0.0,-5.52,-3.37,1.36,38
659,SCUSDT,GRTUSDT,0.03,-3.56,-3.37,0.03,38
551,RSS3USDT,ACHUSDT,0.0,-4.25,-3.37,13.47,37
549,RSS3USDT,1000LUNCUSDT,0.0,-4.83,-3.37,0.68,37
1195,ZENUSDT,GALUSDT,0.02,-3.73,-3.37,6.94,37
1074,UNIUSDT,CTSIUSDT,0.04,-3.39,-3.37,51.16,37
1032,TRXUSDT,EGLDUSDT,0.0,-4.77,-3.37,0.0,37
665,SCUSDT,IOTAUSDT,0.0,-4.13,-3.37,0.01,37
887,SWEATUSDT,BNBUSDT,0.04,-3.44,-3.37,0.0,37
891,SWEATUSDT,DUSKUSDT,0.03,-3.56,-3.37,0.12,37
633,SCUSDT,1INCHUSDT,0.04,-3.44,-3.37,0.01,37
130,ADAUSDT,BOBAUSDT,0.0,-4.47,-3.37,1.71,36
983,TRBUSDT,GTCUSDT,0.0,-4.14,-3.37,9.32,36
937,SXPUSDT,MTLUSDT,0.01,-3.93,-3.37,0.3,36
1148,WAVESUSDT,HNTUSDT,0.0,-4.22,-3.37,0.79,36
1072,UNIUSDT,CELUSDT,0.03,-3.57,-3.37,10.65,35
714,SHIB1000USDT,ACHUSDT,0.02,-3.72,-3.37,1.1,35
580,RUNEUSDT,GLMRUSDT,0.01,-3.91,-3.37,4.35,35
668,SCUSDT,KAVAUSDT,0.04,-3.38,-3.37,0.0,35
1085,UNIUSDT,MATICUSDT,0.05,-3.37,-3.37,6.71,35
896,SXPUSDT,1000XECUSDT,0.04,-3.41,-3.37,8.92,35
1026,TRXUSDT,CEEKUSDT,0.01,-4.04,-3.37,0.64,35
267,CELOUSDT,FITFIUSDT,0.02,-3.77,-3.37,22.35,35
760,SHIB1000USDT,HOTUSDT,0.01,-4.09,-3.37,5.64,35
883,SWEATUSDT,1000LUNCUSDT,0.04,-3.43,-3.37,0.07,35
976,TRBUSDT,FITFIUSDT,0.02,-3.67,-3.37,535.64,35
641,SCUSDT,BATUSDT,0.0,-4.18,-3.37,0.01,35
1197,ZENUSDT,GRTUSDT,0.02,-3.76,-3.37,125.37,35
994,TRBUSDT,LINAUSDT,0.04,-3.46,-3.37,2370.97,35
943,TRBUSDT,ACHUSDT,0.0,-5.16,-3.37,1633.82,35
636,SCUSDT,ALGOUSDT,0.02,-3.73,-3.37,0.01,35
675,SCUSDT,ONTUSDT,0.05,-3.37,-3.37,0.01,35
925,SXPUSDT,ETHUSDT,0.01,-3.97,-3.37,0.0,34
210,APEUSDT,ASTRUSDT,0.04,-3.43,-3.37,114.59,34
282,CELRUSDT,AAVEUSDT,0.02,-3.64,-3.37,0.0,34
687,SFPUSDT,1000LUNCUSDT,0.0,-4.45,-3.37,2.52,34
1078,UNIUSDT,EGLDUSDT,0.0,-4.4,-3.37,0.16,34
749,SHIB1000USDT,DYDXUSDT,0.03,-3.56,-3.37,0.01,34
447,JSTUSDT,1000BTTUSDT,0.01,-3.79,-3.37,32.42,33
998,TRBUSDT,MTLUSDT,0.03,-3.5,-3.37,17.73,33
808,SNXUSDT,ICPUSDT,0.0,-4.69,-3.37,0.42,33
1065,UNIUSDT,BALUSDT,0.03,-3.55,-3.37,1.01,33
1081,UNIUSDT,GTCUSDT,0.03,-3.58,-3.37,4.03,33
200,AGLDUSDT,1000BTTUSDT,0.0,-4.95,-3.37,433.0,33
786,SNXUSDT,CELUSDT,0.04,-3.43,-3.37,3.32,33
1001,TRBUSDT,ONTUSDT,0.01,-4.06,-3.37,78.2,33
684,SCUSDT,TRBUSDT,0.0,-4.29,-3.37,0.0,33
255,BLZUSDT,ACHUSDT,0.0,-5.64,-3.37,6.88,33
208,ANTUSDT,ACHUSDT,0.02,-3.63,-3.37,284.13,33
708,SFPUSDT,RSS3USDT,0.0,-4.42,-3.37,3.69,33
942,TRBUSDT,1INCHUSDT,0.01,-3.79,-3.37,31.33,33
239,BAKEUSDT,1000BTTUSDT,0.01,-3.83,-3.37,230.33,33
1004,TRBUSDT,QTUMUSDT,0.01,-3.78,-3.37,6.39,33
403,CTSIUSDT,1000BTTUSDT,0.02,-3.64,-3.37,174.9,33
443,INJUSDT,ACHUSDT,0.0,-4.51,-3.37,175.5,33
1208,ZILUSDT,BOBAUSDT,0.02,-3.66,-3.37,0.13,33
783,SNXUSDT,CEEKUSDT,0.04,-3.4,-3.37,20.87,32
243,BAKEUSDT,ACHUSDT,0.02,-3.73,-3.37,18.21,32
134,ADAUSDT,CEEKUSDT,0.0,-4.24,-3.37,3.62,32
101,ADAUSDT,1000BTTUSDT,0.01,-4.0,-3.37,483.79,32
968,TRBUSDT,DGBUSDT,0.04,-3.46,-3.37,1529.41,32
1034,TRXUSDT,ETHWUSDT,0.0,-4.46,-3.37,0.02,32
108,ADAUSDT,AKROUSDT,0.01,-3.85,-3.37,102.44,32
151,ADAUSDT,DYDXUSDT,0.01,-4.02,-3.37,0.23,32
703,SFPUSDT,LDOUSDT,0.04,-3.44,-3.37,0.21,32
1092,UNIUSDT,UNFIUSDT,0.01,-3.84,-3.37,1.41,32
1202,ZENUSDT,RENUSDT,0.04,-3.39,-3.37,129.53,32
948,TRBUSDT,ANTUSDT,0.01,-3.96,-3.37,5.75,32
750,SHIB1000USDT,EGLDUSDT,0.02,-3.68,-3.37,0.0,31
579,RUNEUSDT,GALUSDT,0.03,-3.47,-3.37,1.15,31
270,CELOUSDT,LUNA2USDT,0.0,-4.66,-3.37,0.35,31
186,ADAUSDT,LINKUSDT,0.0,-4.35,-3.37,0.05,31
182,ADAUSDT,KLAYUSDT,0.02,-3.71,-3.37,1.82,31
1086,UNIUSDT,MKRUSDT,0.01,-3.89,-3.37,0.01,31
1007,TRBUSDT,RSRUSDT,0.0,-4.91,-3.37,3956.96,31
1003,TRBUSDT,PEOPLEUSDT,0.02,-3.61,-3.37,576.72,31
732,SHIB1000USDT,BELUSDT,0.0,-4.7,-3.37,0.02,31
1204,ZENUSDT,ROSEUSDT,0.02,-3.68,-3.37,219.42,31
67,1000XECUSDT,ARUSDT,0.01,-3.77,-3.37,0.0,31
1051,TWTUSDT,ACHUSDT,0.0,-4.49,-3.37,174.33,31
1219,ZILUSDT,LDOUSDT,0.0,-4.29,-3.37,0.01,31
928,SXPUSDT,GTCUSDT,0.02,-3.73,-3.37,0.16,31
635,SCUSDT,ACHUSDT,0.03,-3.51,-3.37,0.3,31
661,SCUSDT,HOTUSDT,0.03,-3.54,-3.37,1.56,31
474,LOOKSUSDT,CELOUSDT,0.03,-3.54,-3.37,0.3,31
1064,UNIUSDT,BAKEUSDT,0.04,-3.42,-3.37,38.85,31
992,TRBUSDT,KAVAUSDT,0.03,-3.53,-3.37,18.29,31
893,SWEATUSDT,KLAYUSDT,0.01,-4.06,-3.37,0.06,31
678,SCUSDT,RSRUSDT,0.01,-3.91,-3.37,0.74,31
285,CHRUSDT,ACHUSDT,0.01,-3.8,-3.37,14.98,31
609,SANDUSDT,JASMYUSDT,0.0,-5.03,-3.37,132.82,31
528,REQUSDT,1000BTTUSDT,0.02,-3.77,-3.37,138.3,31
804,SNXUSDT,GRTUSDT,0.0,-4.71,-3.37,25.29,31
986,TRBUSDT,HOTUSDT,0.0,-5.52,-3.37,8340.14,31
289,CKBUSDT,1000LUNCUSDT,0.01,-3.8,-3.37,0.02,31
818,SNXUSDT,LUNA2USDT,0.0,-4.14,-3.37,1.14,31
616,SANDUSDT,RNDRUSDT,0.03,-3.55,-3.37,1.17,31
527,PEOPLEUSDT,CEEKUSDT,0.03,-3.52,-3.37,0.27,30
735,SHIB1000USDT,BTCUSDT,0.03,-3.52,-3.37,0.0,30
95,1000XECUSDT,XEMUSDT,0.02,-3.65,-3.37,0.82,30
85,1000XECUSDT,MATICUSDT,0.0,-4.83,-3.37,0.03,30
1,10000NFTUSDT,1000LUNCUSDT,0.05,-3.37,-3.37,0.03,30
554,RSS3USDT,ANTUSDT,0.02,-3.64,-3.37,0.05,30
920,SXPUSDT,CHZUSDT,0.0,-6.52,-3.37,1.93,30
167,ADAUSDT,GTCUSDT,0.01,-3.89,-3.37,0.22,30
450,JSTUSDT,ACHUSDT,0.01,-3.8,-3.37,2.56,30
68,1000XECUSDT,BALUSDT,0.01,-3.86,-3.37,0.0,30
1157,WAVESUSDT,ONEUSDT,0.0,-4.22,-3.37,128.6,30
217,APEUSDT,RSS3USDT,0.03,-3.58,-3.37,41.9,30
960,TRBUSDT,CELUSDT,0.01,-4.07,-3.37,24.61,30
1035,TRXUSDT,FLMUSDT,0.02,-3.61,-3.37,0.67,30
1191,ZENUSDT,CELUSDT,0.04,-3.4,-3.37,16.45,30
187,ADAUSDT,LITUSDT,0.0,-4.11,-3.37,0.4,30
801,SNXUSDT,GALUSDT,0.0,-4.69,-3.37,1.4,30
552,RSS3USDT,ADAUSDT,0.05,-3.37,-3.37,0.35,30
1022,TRXUSDT,BELUSDT,0.0,-4.53,-3.37,0.13,29
81,1000XECUSDT,IOSTUSDT,0.0,-4.25,-3.37,3.24,29
754,SHIB1000USDT,ETHWUSDT,0.02,-3.74,-3.37,0.0,29
221,API3USDT,1INCHUSDT,0.01,-3.89,-3.37,2.9,29
649,SCUSDT,DENTUSDT,0.02,-3.66,-3.37,3.37,29
212,APEUSDT,BNXUSDT,0.04,-3.41,-3.37,0.07,29
446,IOTAUSDT,1000LUNCUSDT,0.04,-3.43,-3.37,1.16,29
509,LUNA2USDT,C98USDT,0.03,-3.58,-3.37,8.49,29
465,LINAUSDT,ARPAUSDT,0.02,-3.74,-3.37,0.2,29
61,1000XECUSDT,1INCHUSDT,0.04,-3.45,-3.37,0.06,29
693,SFPUSDT,ASTRUSDT,0.02,-3.69,-3.37,10.08,29
102,ADAUSDT,1000LUNCUSDT,0.01,-4.01,-3.37,1.94,29
835,SOLUSDT,OPUSDT,0.01,-4.03,-3.37,12.72,29
753,SHIB1000USDT,ETHUSDT,0.02,-3.69,-3.37,0.0,29
462,LINAUSDT,ACHUSDT,0.0,-4.24,-3.37,0.69,29
1214,ZILUSDT,GALAUSDT,0.01,-4.06,-3.37,0.57,28
911,SXPUSDT,BAKEUSDT,0.01,-3.89,-3.37,1.54,28
214,APEUSDT,CTCUSDT,0.03,-3.54,-3.37,8.95,28
906,SXPUSDT,API3USDT,0.03,-3.58,-3.37,0.19,28
913,SXPUSDT,BELUSDT,0.0,-4.78,-3.37,0.53,28
720,SHIB1000USDT,ANTUSDT,0.02,-3.7,-3.37,0.0,28
941,TRBUSDT,1000XECUSDT,0.04,-3.39,-3.37,518.74,28
11,10000NFTUSDT,BOBAUSDT,0.0,-4.16,-3.37,0.02,28
757,SHIB1000USDT,GLMRUSDT,0.03,-3.56,-3.37,0.03,28
970,TRBUSDT,DYDXUSDT,0.04,-3.39,-3.37,10.03,28
648,SCUSDT,DARUSDT,0.01,-3.79,-3.37,0.02,28
87,1000XECUSDT,ONTUSDT,0.0,-4.31,-3.37,0.15,28
987,TRBUSDT,ICXUSDT,0.0,-4.52,-3.37,82.08,28
113,ADAUSDT,ANTUSDT,0.0,-4.11,-3.37,0.13,28
80,1000XECUSDT,ICXUSDT,0.0,-4.18,-3.37,0.16,28
279,CELOUSDT,YGGUSDT,0.01,-3.95,-3.37,2.74,28
956,TRBUSDT,BATUSDT,0.01,-3.96,-3.37,67.77,28
416,EOSUSDT,1000BTTUSDT,0.01,-4.07,-3.37,1447.66,28
662,SCUSDT,ICPUSDT,0.01,-3.89,-3.37,0.0,28
702,SFPUSDT,KDAUSDT,0.03,-3.52,-3.37,0.42,28
923,SXPUSDT,DYDXUSDT,0.0,-4.45,-3.37,0.17,28
850,SUNUSDT,ACHUSDT,0.01,-4.1,-3.37,0.62,28
999,TRBUSDT,OGNUSDT,0.0,-5.4,-3.37,133.87,27
228,ARPAUSDT,1INCHUSDT,0.01,-3.81,-3.37,0.07,27
1182,XMRUSDT,LTCUSDT,0.04,-3.41,-3.37,1.98,27
1179,WOOUSDT,RSRUSDT,0.03,-3.51,-3.37,48.11,27
517,OMGUSDT,1000BTTUSDT,0.01,-4.04,-3.37,1774.72,27
506,LUNA2USDT,AUDIOUSDT,0.0,-4.23,-3.37,9.89,27
901,SXPUSDT,AGLDUSDT,0.0,-4.47,-3.37,0.82,27
230,ARPAUSDT,ACHUSDT,0.0,-5.25,-3.37,3.53,27
899,SXPUSDT,ACHUSDT,0.0,-4.31,-3.37,28.09,27
1033,TRXUSDT,ENSUSDT,0.02,-3.76,-3.37,0.0,27
955,TRBUSDT,BALUSDT,0.03,-3.56,-3.37,2.33,27
1205,ZILUSDT,1000LUNCUSDT,0.02,-3.76,-3.37,0.14,27
880,SUNUSDT,MKRUSDT,0.04,-3.39,-3.37,0.0,27
1217,ZILUSDT,KAVAUSDT,0.04,-3.4,-3.37,0.03,27
468,LINAUSDT,BOBAUSDT,0.01,-3.96,-3.37,0.03,27
457,LDOUSDT,1000LUNCUSDT,0.0,-4.36,-3.37,11.81,27
2,10000NFTUSDT,ACHUSDT,0.0,-5.02,-3.37,0.51,27
710,SFPUSDT,TWTUSDT,0.0,-4.2,-3.37,0.28,27
567,RUNEUSDT,CEEKUSDT,0.04,-3.44,-3.37,17.2,27
791,SNXUSDT,CVCUSDT,0.04,-3.46,-3.37,21.23,27
1141,WAVESUSDT,COMPUSDT,0.04,-3.45,-3.37,0.04,27
7,10000NFTUSDT,ASTRUSDT,0.0,-4.25,-3.37,0.1,27
107,ADAUSDT,AGLDUSDT,0.0,-4.28,-3.37,1.12,26
919,SXPUSDT,CELUSDT,0.01,-4.06,-3.37,0.42,26
627,SCRTUSDT,BICOUSDT,0.02,-3.73,-3.37,2.36,26
652,SCUSDT,ETHUSDT,0.03,-3.55,-3.37,0.0,26
663,SCUSDT,ICXUSDT,0.0,-5.64,-3.37,0.02,26
847,STMXUSDT,AUDIOUSDT,0.04,-3.46,-3.37,0.03,26
982,TRBUSDT,GMXUSDT,0.04,-3.41,-3.37,0.3,26
964,TRBUSDT,CTSIUSDT,0.03,-3.56,-3.37,118.17,26
922,SXPUSDT,DARUSDT,0.01,-3.87,-3.37,1.72,26
742,SHIB1000USDT,CROUSDT,0.01,-3.87,-3.37,0.14,26
472,LITUSDT,1000BTTUSDT,0.04,-3.44,-3.37,1220.29,26
739,SHIB1000USDT,CELUSDT,0.03,-3.52,-3.37,0.02,26
721,SHIB1000USDT,API3USDT,0.03,-3.54,-3.37,0.01,26
1069,UNIUSDT,BOBAUSDT,0.0,-4.95,-3.37,31.62,26
740,SHIB1000USDT,CHRUSDT,0.03,-3.57,-3.37,0.07,26
884,SWEATUSDT,ASTRUSDT,0.03,-3.52,-3.37,0.28,26
196,ADAUSDT,NEOUSDT,0.0,-4.5,-3.37,0.05,26
756,SHIB1000USDT,FLMUSDT,0.01,-3.79,-3.37,0.11,26
219,APEUSDT,XNOUSDT,0.03,-3.47,-3.37,6.43,26
888,SWEATUSDT,BSWUSDT,0.0,-4.36,-3.37,0.06,26
1171,WOOUSDT,FITFIUSDT,0.03,-3.59,-3.37,6.51,26
92,1000XECUSDT,STXUSDT,0.0,-4.86,-3.37,0.11,26
218,APEUSDT,TWTUSDT,0.01,-3.83,-3.37,3.24,26
263,C98USDT,AAVEUSDT,0.01,-4.03,-3.37,0.0,25
747,SHIB1000USDT,DODOUSDT,0.01,-3.81,-3.37,0.09,25
698,SFPUSDT,ENSUSDT,0.02,-3.64,-3.37,0.03,25
984,TRBUSDT,HBARUSDT,0.01,-4.0,-3.37,297.92,25
22,10000NFTUSDT,ETHWUSDT,0.01,-3.87,-3.37,0.0,25
319,CKBUSDT,BSWUSDT,0.04,-3.44,-3.37,0.02,25
23,10000NFTUSDT,FITFIUSDT,0.02,-3.6,-3.37,0.17,25
1082,UNIUSDT,HBARUSDT,0.01,-4.05,-3.37,128.96,25
945,TRBUSDT,AGLDUSDT,0.0,-4.32,-3.37,47.73,25
514,OGNUSDT,1INCHUSDT,0.0,-4.78,-3.37,0.23,25
1089,UNIUSDT,SHIB1000USDT,0.04,-3.39,-3.37,640.05,25
752,SHIB1000USDT,ENSUSDT,0.0,-4.25,-3.37,0.0,25
79,1000XECUSDT,HBARUSDT,0.02,-3.65,-3.37,0.57,25
88,1000XECUSDT,QTUMUSDT,0.0,-4.38,-3.37,0.01,25
1177,WOOUSDT,REEFUSDT,0.03,-3.53,-3.37,62.68,25
1209,ZILUSDT,CEEKUSDT,0.04,-3.45,-3.37,0.27,25
1161,WOOUSDT,ARPAUSDT,0.04,-3.39,-3.37,5.63,25
894,SWEATUSDT,LINKUSDT,0.02,-3.68,-3.37,0.0,25
1213,ZILUSDT,ETHWUSDT,0.04,-3.44,-3.37,0.01,25
975,TRBUSDT,ETHWUSDT,0.0,-4.89,-3.37,4.0,25
205,ANTUSDT,1000BTTUSDT,0.02,-3.67,-3.37,3594.22,25
1044,TRXUSDT,NEOUSDT,0.0,-4.52,-3.37,0.01,25
764,SHIB1000USDT,MATICUSDT,0.0,-4.24,-3.37,0.01,25
1088,UNIUSDT,QTUMUSDT,0.03,-3.58,-3.37,2.77,25
881,SUNUSDT,NEOUSDT,0.04,-3.43,-3.37,0.0,25
723,SHIB1000USDT,ARPAUSDT,0.02,-3.75,-3.37,0.31,25
726,SHIB1000USDT,AUDIOUSDT,0.02,-3.74,-3.37,0.06,25
989,TRBUSDT,IOSTUSDT,0.01,-4.09,-3.37,1681.29,25
502,LTCUSDT,SWEATUSDT,0.03,-3.47,-3.37,7154.49,25
653,SCUSDT,ETHWUSDT,0.04,-3.43,-3.37,0.0,25
1024,TRXUSDT,BOBAUSDT,0.01,-3.79,-3.37,0.3,25
1067,UNIUSDT,BELUSDT,0.01,-3.95,-3.37,13.22,25
642,SCUSDT,BOBAUSDT,0.04,-3.43,-3.37,0.01,25
548,REQUSDT,XLMUSDT,0.03,-3.53,-3.37,1.14,25
680,SCUSDT,STGUSDT,0.0,-4.19,-3.37,0.01,24
456,LDOUSDT,1000BTTUSDT,0.01,-3.94,-3.37,2945.82,24
844,STMXUSDT,ALPHAUSDT,0.02,-3.75,-3.37,0.05,24
1167,WOOUSDT,CVCUSDT,0.01,-3.91,-3.37,1.91,24
158,ADAUSDT,ETHWUSDT,0.0,-4.17,-3.37,0.09,24
127,ADAUSDT,BICOUSDT,0.03,-3.48,-3.37,1.07,24
553,RSS3USDT,ANKRUSDT,0.0,-4.82,-3.37,5.56,24
100,ADAUSDT,10000NFTUSDT,0.02,-3.68,-3.37,75.47,24
256,BNBUSDT,1000BTTUSDT,0.04,-3.47,-3.37,421340.06,24
209,APEUSDT,1000LUNCUSDT,0.03,-3.57,-3.37,28.61,24
266,CELOUSDT,CVXUSDT,0.0,-6.28,-3.37,0.16,24
412,DUSKUSDT,ACHUSDT,0.03,-3.58,-3.37,11.21,24
409,DUSKUSDT,1000BTTUSDT,0.01,-3.79,-3.37,141.78,24
69,1000XECUSDT,BELUSDT,0.0,-4.13,-3.37,0.06,24
413,DYDXUSDT,1000BTTUSDT,0.02,-3.64,-3.37,2060.15,24
